Id	Desc	Image	Quality	LeftDesc	LeftRewardTypes[1]	LeftRewardTypes[2]	LeftRewardTypes[3]	LeftRewardTypes[4]	LeftRewardTypeIds[1]	LeftRewardTypeIds[2]	LeftRewardTypeIds[3]	LeftRewardTypeIds[4]	LeftRewardMinNums[1]	LeftRewardMinNums[2]	LeftRewardMinNums[3]	LeftRewardMinNums[4]	LeftRewardMaxNums[1]	LeftRewardMaxNums[2]	LeftRewardMaxNums[3]	LeftRewardMaxNums[4]	RightDesc	RightRewardTypes[1]	RightRewardTypes[2]	RightRewardTypes[3]	RightRewardTypes[4]	RightRewardTypeIds[1]	RightRewardTypeIds[2]	RightRewardTypeIds[3]	RightRewardTypeIds[4]	RightRewardMinNums[1]	RightRewardMinNums[2]	RightRewardMinNums[3]	RightRewardMinNums[4]	RightRewardMaxNums[1]	RightRewardMaxNums[2]	RightRewardMaxNums[3]	RightRewardMaxNums[4]	ChooseLine	LineNum	IsOutNormalPool	NeedBuffs[1]	Bg
1710	<color=#CDA05A>[Tale Progress]]</color>\nYou no longer know where you are. Everything around you has fallen into a frozen silence.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	54	1	1		
1711	<color=#CDA05A>[Tale Progress]]</color>\nVague shadows begin to take shape before your eyes.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	54	2	1		
1712	<color=#E74354>[Tale Choice]</color>\nYou know they are only illusions, yet getting close still feels dangerous.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Dodge the "monsters" on instinct	2	1	1		1	1	3		-10	12	30		-5	45	45		Face the phantoms without fear	7				3007				1								54	3	1		
1720	<color=#CDA05A>[Tale Progress]]</color>\nYou walk through the illusory hall. Candles burn brightly. Tables and chairs stand in perfect order. Heavy velvet curtains hang around you, red as blood.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	55	1	1		
1721	<color=#CDA05A>[Tale Progress]]</color>\nIt feels as though a grand celebration has been prepared for your arrival.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	55	2	1		
1722	<color=#CDA05A>[Tale Progress]]</color>\nBut the "guests" seated at the table are not human. They are dust-covered dolls.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	55	3	1		
1723	<color=#E74354>[Tale Choice]</color>\nThe doll's joints hang loose, held together only by countless threads.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Investigate	4	2	1	1	10001	1	3	4	1	-10	24	19		-5	28	28	Touch a doll	4	2	1	1	10002	1	1	2	1	-15	25	21		-10	38	32	55	4	1		
1724	<color=#CDA05A>[Tale Progress]]</color>\nYou step closer to examine the old dolls.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	56	1	1	10001	
1725	<color=#CDA05A>[Tale Progress]]</color>\nAs if sensing you, the dolls turn their heads together. Their thread-bound joints grind with a low, dry rasp.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	56	2	1		
1726	<color=#CDA05A>[Tale Progress]]</color>\nWhile your eyes stay fixed on the dolls, a thread quietly winds around your finger.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	56	3	1		
1727	<color=#E74354>[Tale Choice]</color>\nThen something sharp pricks your fingertips.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Check the wound	2	1	1		1	2	4		-10	13	29		-5	44	44		Ignore it	2	1	1		1	1	3		-10	19	24		-5	28	36		56	4	1		
1728	<color=#CDA05A>[Tale Progress]]</color>\nYou reach out and touch the dolls carefully. It feels cold and hard beneath your fingers.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	57	1	1	10002	
1729	<color=#CDA05A>[Tale Progress]]</color>\nYour touch seems to wake them. The dolls turn their heads all at once, their hollow eyes fixed on you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	57	2	1		
1730	<color=#CDA05A>[Tale Progress]]</color>\nAs you lean in to study the doll, threads slip silently from its joints and curl around your fingers.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	57	3	1		
1731	<color=#E74354>[Tale Choice]</color>\nPain stings through the fingers caught in the thread.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Check the wound	2	1	1		1	2	3		-10	13	29		-5	44	44		Ignore it	2	1	1		1	1	4		-10	20	22		-5	31	33		57	4	1		
1732	<color=#CDA05A>[Tale Progress]]</color>\nA drop of blood slips from the cut left by the thread.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	58	1	1		
1733	<color=#CDA05A>[Tale Progress]]</color>\nDrip. A faint sound reaches your ears: blood landing on the doll.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	58	2	1		
1734	<color=#E74354>[Tale Choice]</color>\nFor a moment, you think you see the doll blink. Once. Then again.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Leave the hall	2	1	1		1	3	4		0	16	24			36	36		Smash the doll	2	5			1	2003			-13	1			-10				58	3	1		
1740	<color=#CDA05A>[Tale Progress]]</color>\nBetween illusion and reality, faint ripples drift through the air like moving water.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi09.png	5	Continue																	Continue																	59	1	1		
1741	<color=#CDA05A>[Tale Progress]]</color>\nYou know this is the threshold where illusion ends and reality begins.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi09.png	5	Continue																	Continue																	59	2	1		
1742	<color=#E74354>[Tale Choice]</color>\nThe moment you cross the boundary, the false hall and its countless dolls collapse into ash behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi09.png	5	Do not look back	2	1	1		1	3	2		0	22	17			26	26		Continue Onward	2	1	1		1	4	1		0	12	27			19	40		59	3	1		
1800	<color=#CDA05A>[Tale Progress]]</color>\nYou walk down the corridor, each step sinking into the thick, soft carpet.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	60	1	1		
1801	<color=#CDA05A>[Tale Progress]]</color>\nYou take a deep breath. No dust. No musty smell. Only clean, cool air.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	60	2	1		
1802	<color=#CDA05A>[Tale Progress]]</color>\nFor some reason, the moment you enter, the tension in your body is gone. For the first time in a long while, you feel at peace.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	60	3	1		
1803	<color=#E74354>[Tale Choice]</color>\nThis place is nothing like the areas you explored before. Everything here makes you feel safe.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue Onward	4	2	1	1	10001	1	3	2	1	5	18	16		10	25	25	Walk to the end of the corridor	4	2	1	1	10002	1	4	1	1	5	16	19		10	24	28	60	4	1		
1804	<color=#CDA05A>[Tale Progress]]</color>\nYou find a warm, cozy room filled with candy, dolls, a phonograph... everything a child could love.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	61	1	1	10001	
1805	<color=#CDA05A>[Tale Progress]]</color>\nThe sisters nestle close together, wrapped in their carefree happiness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	61	2	1		
1806	<color=#E74354>[Tale Choice]</color>\nLaughing, they unwrap candies for each other and savor the sweetness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Watch them quietly	2	1	1		1	1	3		5	15	20		10	30	30		Close the door and leave	2	1	1		1	3	4		5	10	24		10	15	37		61	3	1		
1807	<color=#CDA05A>[Tale Progress]]</color>\nYour feet carry you into a room filled with candy, dolls, a phonograph... everything a child could love.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	62	1	1	10002	
1808	<color=#CDA05A>[Tale Progress]]</color>\nIn this little world of their own, the sisters spend their carefree time together.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	62	2	1		
1809	<color=#E74354>[Tale Choice]</color>\nTogether, they brush the doll's hair and dress it in new clothes...	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Watch them quietly	2	1	1		1	1	2		5	11	24		10	36	36		Close the door and leave	2	1	1		1	2	4		5	21	14		10	32	21		62	3	1		
1810	<color=#CDA05A>[Tale Progress]]</color>\nThe sisters are lost in their own happiness, and they seem eager to share it with you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	63	1	1		
1811	<color=#CDA05A>[Tale Progress]]</color>\nThey come closer and hold out their small hands.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	63	2	1		
1812	<color=#E74354>[Tale Choice]</color>\n"You must be tired after walking all this way." Their faces light up with bright, sunny smiles.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Smile back	5				2003				1								Join them	5				2003				1								63	3	1		
1820	<color=#CDA05A>[Tale Progress]]</color>\nYou pick your way through a tangle of threads, careful as if crossing a dense and dangerous web. You have no idea what waits at the other end.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	64	1	1		
1821	<color=#CDA05A>[Tale Progress]]</color>\nA nameless dread lingers in your mind. Every nerve tells you that something dangerous is getting closer.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	64	2	1		
1822	<color=#E74354>[Tale Choice]</color>\nFinally, you see a figure that feels almost familiar. But whatever stands before you, it does not feel alive.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Face the danger	5				2003				1								Let go of fear	5				2003				1								64	3	1		
1830	<color=#CDA05A>[Tale Progress]]</color>\nEverything seems to be over. Late at night, you walk through the quiet city, trying to calm the thoughts still churning inside you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	65	1	1		
1831	<color=#CDA05A>[Tale Progress]]</color>\nAfter walking for so long, your mind begins to drift. Your feet keep moving on their own, carrying you toward somewhere you don't know.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	65	2	1		
1832	<color=#E74354>[Tale Choice]</color>\nIn the darkness, you spot a lone building in the distance. You are sure you have never seen it before.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Look Closely	2	1	1		1	3	1		-10	24	19		-5	28	28		Open the door and enter	2	1	1		1	4	3		-13	24	22		-10	37	33		65	3	1		
1833	<color=#CDA05A>[Tale Progress]]</color>\nThe building is unfamiliar, yet something about it puts you strangely at ease.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi12.png	5	Continue																	Continue																	65	4	1		
1834	<color=#CDA05A>[Tale Progress]]</color>\nYou open the door and step into the small building. There are no lamps inside, only a single candle.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Continue																	Continue																	65	5	1		
1835	<color=#E74354>[Tale Choice]</color>\nYou light the candle. A cold, faint glow spreads through the dark, like a lantern carried by a ghost.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Blow out the candle	2	1	1		1	2	4		-10	15	28		-5	42	42		Watch the flame in silence	2	1	1		1	2	3		-13	26	20		-10	39	31		65	6	1		
1840	<color=#CDA05A>[Tale Progress]]</color>\nFinally, you stop chasing the secrets of this strange building. You push the door open and step back into the night.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	67	1	1		
1841	<color=#CDA05A>[Tale Progress]]</color>\nYou turn back, only to find the building you just left has vanished. Behind you is nothing but a long, empty street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	67	2	1		
1842	<color=#E74354>[Tale Choice]</color>\nShapes begin to emerge in the fog-choked street. More and more monsters are slowly closing in.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Stay away from the approaching shadows	2	1	1		1	1	2		-10	24	19		-5	28	28		Grip your gun	7				3008				1								67	3	1		
1900	<color=#CDA05A>[Tale Progress]</color>\nAt the end of the police station corridor, strange sounds echo from the abandoned records room.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Continue																	Continue																	91	1	1		
1901	<color=#E74354>[Tale Choice]</color>\nThrough the crack in the door, you see the flickering light of a gas lamp inside the room.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	5	Push open the door	4	2	1	1	10001	1	2	3	1	-10	13	29		-5	44	44	Turn to leave	4	2	1	1	10002	1	1	2	1	5	12	22		10	19	33	91	2	1		
1902	<color=#E74354>[Tale Choice]</color>\nYou step into the room. A thick notebook sits on the table, its cover adorned with strange patterns.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Reach out and touch it	2	1	1		1	3	4		-10	22	20		-5	31	31		Open the notebook	2	1	1		1	3	4		-15	24	22		-10	37	33				1	10001	
1903	<color=#E74354>[Tale Choice]</color>\nThe moment you turn around, a strange notebook appears at your feet, its cover adorned with peculiar markings.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Reach out and touch it	2	1	1		1	1	3		-10	19	24		-5	36	36		Open the notebook	2	1	1		1	1	4		-15	24	22		-10	37	33				1	10002	
1904	<color=#CDA05A>[Tale Progress]</color>\nEvery page of the notebook bears your name, but the handwriting grows more distorted with each one.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Continue																	Continue																	69	1	1		
1905	<color=#E74354>[Tale Choice]</color>\nOn the last page of the notebook, the ink spelling your name has turned a deep crimson.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Close the notebook	2	1	1		1	2	3		-10	21	21		-5	32	32		Turn to leave	2	1	1		1	2	3		5	16	19		10	24	28		69	2	1		
1910	<color=#E74354>[Tale Choice]</color>\nYou walk alone through the night, when suddenly a torrential downpour begins to fall from the sky.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Pick up the pace	2	1	1		1	1	2		0	19	20			31	31		Seek shelter from the rain	2	1	1		1	2	3		0	19	20			28	31		70	1	1		
1911	<color=#CDA05A>[Tale Progress]</color>\nThrough the cold rain, you see a small cabin appear ahead.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Continue																	Continue																	70	2	1		
1912	<color=#E74354>[Tale Choice]</color>\nThe wooden cabin is worn and abandoned, showing no signs of anyone living inside.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Push open the door	4	2	1	1	10001	1	1	4	1	-10	20	23		-5	34	34	Turn and leave	4	2	1	1	10002	1	3	4	1	5	11	24		10	16	36	70	3	1		
1913	<color=#CDA05A>[Tale Progress]</color>\nA damp smell fills the room. The cold, clinging moisture feels almost tangible.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Continue																	Continue																	71	1	1	10001	
1914	<color=#E74354>[Tale Choice]</color>\nA wave of exhaustion overwhelms you, and at last, you can no longer resist the pull of sleep.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Close your eyes	2	1	1		1	3	4		5	17	17		10	26	26		Deep Slumber	2	1	1		1	2	4		5	11	24		10	16	36		71	2	1		
1915	<color=#CDA05A>[Tale Progress]</color>\nStanding beneath the eaves, the curtain of rain still bars your departure. You have nowhere to go.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Continue																	Continue																	72	1	1	10002	
1916	<color=#E74354>[Tale Choice]</color>\nYou have waited far too long, and an irresistible exhaustion washes over you. You can no longer fight the urge to sleep.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Close your eyes	2	1	1		1	1	3		5	16	18		10	27	27		Deep Slumber	2	1	1		1	1	3		5	16	19		10	24	28		72	2	1		
1917	<color=#CDA05A>[Tale Progress]</color>\nWithin the chaotic dreamscape, you see a dense forest where whispers drift through the trees.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Continue																	Continue																	73	1	1		
1918	<color=#E74354>[Tale Choice]</color>\nThe eerie whispers of "go to the forest" keeps echoing in your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	5	Jolt awake	2	1	1		1	1	2		-10	15	28		-5	42	42		Sink into the nightmare	2	1	1		1	1	4		-15	24	24		-10	36	36		73	2	1		
2000	<color=#CDA05A>[Tale Progress]</color>\nIn the thick fog, you can barely make out the sights on the street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi14.png	5	Continue																	Continue																	74	1	1		
2001	<color=#E74354>[Tale Choice]</color>\nA glimmer of light suddenly appears ahead, like a beacon guiding your way.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi14.png	5	Walk toward the light	4				10001				1								Deliberately avoid it	4				10002				1								74	2	1		
2002	<color=#CDA05A>[Tale Progress]</color>\nAs you draw closer, a bright gas lamp appears before you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	75	1	1	10001	
2003	<color=#E74354>[Tale Choice]</color>\nIt seems to have been standing silently in the thick fog all this time, waiting for you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Observe carefully	2	1	1		1	1	2		-10	16	27		-5	40	40		Reach out and touch it	2	1	1		1	1	3		-15	24	24		-10	36	36		75	2	1		
2004	<color=#CDA05A>[Tale Progress]</color>\nTaking a different path, you walked for a long time through the darkness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	76	1	1	10002	
2005	<color=#E74354>[Tale Choice]</color>\nNo matter which way you walk, that bright gas lamp refuses to leave your sight.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Observe carefully	2	1	1		1	1	4		-10	16	27		-5	40	40		Reach out and touch it	2	1	1		1	1	2		-15	27	20		-10	40	30		76	2	1		
2006	<color=#CDA05A>[Tale Progress]</color>\nThe glow of the gas lamp is brilliantly bright, yet you have noticed something else amiss.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	77	1	1		
2007	<color=#CDA05A>[Tale Progress]</color>\nBathed in the light, a host of strangely familiar shadows appeared behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	77	2	1		
2008	<color=#E74354>[Tale Choice]</color>\nThe movements of those shadows seem to be reaching out to you for help.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Must be an illusion	2	1	1		1	1	4		-10	22	20		-5	31	31		Ask aloud	2	1	1		1	1	4		-15	20	26		-10	31	39		77	3	1		
2010	<color=#CDA05A>[Tale Progress]</color>\nYou walk through the forest, treading on a thick layer of dead branches and fallen leaves.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	78	1	1		
2011	<color=#E74354>[Tale Choice]</color>\nThough near noon, the dense canopy blocks the sun, leaving the woods dark.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Proceed with caution	2	1	1		1	1	4		0	20	19			28	28		Look around	2	1	1		1	1	3		-10	23	20		-5	34	30		78	2	1		
2012	<color=#CDA05A>[Tale Progress]</color>\nThe wind picks up, rustling through the branches and leaves of the forest with a faint sound.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	78	3	1		
2013	<color=#E74354>[Tale Choice]</color>\nEven after the wind dies down, you still hear sounds coming from the forest.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Listen closely	2	1	1		1	3	4		-10	23	20		-5	30	30		Ignore it	2	1	1		1	1	4		0	19	20			28	31		78	4	1		
2014	<color=#CDA05A>[Tale Progress]</color>\nThe sound from the forest grows clearer and clearer, echoing endlessly in your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	78	5	1		
2015	<color=#E74354>[Tale Choice]</color>\nIt was a faint whisper, calling your name over and over again.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Respond aloud	2	1	1		1	2	3		-15	17	29		-10	44	44		Ignore.	2	1	1		1	1	4		5	12	23		10	18	34		78	6	1		
2020	<color=#CDA05A>[Tale Progress]</color>\nBy the cold, pallid light of the moon, you walk alone through fields that were harvested just earlier in the day.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	79	1	1		
2021	<color=#E74354>[Tale Choice]</color>\nYou notice that the scarecrow by the farmfield seems somehow different from the impression you had of it during the day.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Investigate	2	1	1		1	1	3		-15	26	20		-10	31	31		Watch from afar	2	1	1		1	1	2		-10	15	28		-5	22	42		79	2	1		
2022	<color=#CDA05A>[Tale Progress]</color>\nThe rags are gone. The scarecrow is now wearing a neat suit.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Continue																	Continue																	79	3	1		
2023	<color=#E74354>[Tale Choice]</color>\nThere is no wind, yet the scarecrow slowly turns toward you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Reach out and touch it	2	1	1		1	2	4		-15	20	27		-10	40	40		Cautiously keep away	2	1	1		1	3	4		0	16	24			24	36		79	4	1		
2024	<color=#CDA05A>[Tale Progress]</color>\nDark red fluid slowly oozes from the scarecrow's empty eyes.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Continue																	Continue																	79	5	1		
2025	<color=#E74354>[Tale Choice]</color>\nAt that very moment, you catch the sound of a faint, elusive laugh.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Track the sound source	2	1	1		1	2	4		-10	22	20		-5	31	31		Turn and leave	2	1	1		1	2	4		20	12	15		40	18	22		79	6	1		
2100	<color=#CDA05A>[Tale Progress]</color>\nYou wander through the deserted ancient castle, a faint and peculiar odor drifting to your nose.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	5	Continue																	Continue																	80	1	1		
2101	<color=#CDA05A>[Tale Progress]</color>\nFollowing the dim, narrow corridor, you arrive at a dust-laden room.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	80	2	1		
2102	<color=#E74354>[Tale Choice]</color>\nThe strange instruments in the room make you realize this was once some kind of "laboratory".	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Inspect the instruments	4	2	1	1	10001	1	1	3	1	-15	24	22		-10	33	33	Observing cautiously	4	2	1	1	10002	1	3	4	1	-10	16	27		-5	24	40	80	3	1		
